PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Borrenpohl, D; Huang, M; Olson, E; Sneller, C				Borrenpohl, Daniel; Huang, Mao; Olson, Eric; Sneller, Clay			The value of early-stage phenotyping for wheat breeding in the age of genomic selection	THEORETICAL AND APPLIED GENETICS																															0040-5752	1432-2242				AUG	2020	133	8					2499	2520		10.1007/s00122-020-03613-0	http://dx.doi.org/10.1007/s00122-020-03613-0		JUN 2020						32488300					WOS:000539437700001
J	McElroy, MS; Navarro, AJR; Mustiga, G; Stack, C; Gezan, S; Pena, G; Sarabia, W; Saquicela, D; Sotomayor, I; Douglas, GM; Migicovsky, Z; Amores, F; Tarqui, O; Myles, S; Motamayor, JC				McElroy, Michel S.; Navarro, Alberto J. R.; Mustiga, Guiliana; Stack, Conrad; Gezan, Salvador; Pena, Geover; Sarabia, Widem; Saquicela, Diego; Sotomayor, Ignacio; Douglas, Gavin M.; Migicovsky, Zoe; Amores, Freddy; Tarqui, Omar; Myles, Sean; Motamayor, Juan C.			Prediction of Cacao (Theobroma cacao) Resistance to Moniliophthora spp. Diseases via Genome-Wide Association Analysis and Genomic Selection	FRONTIERS IN PLANT SCIENCE																		Migicovsky, Zoe/0000-0002-3931-1258; Myles, Sean/0000-0001-9754-5987; Motamayor, Juan Carlos/0000-0001-6478-5896													1664-462X					MAR 20	2018	9								343	10.3389/fpls.2018.00343	http://dx.doi.org/10.3389/fpls.2018.00343								29662497					WOS:000427834900001
J	Michel, S; Ametz, C; Gungor, H; Akgol, B; Epure, D; Grausgruber, H; Loschenberger, F; Buerstmayr, H				Michel, Sebastian; Ametz, Christian; Gungor, Huseyin; Akgol, Batuhan; Epure, Doru; Grausgruber, Heinrich; Loeschenberger, Franziska; Buerstmayr, Hermann			Genomic assisted selection for enhancing line breeding: merging genomic and phenotypic selection in winter wheat breeding programs with preliminary yield trials	THEORETICAL AND APPLIED GENETICS																	Güngör, Hüseyin/AAH-3048-2020; Grausgruber, Heinrich/D-9776-2019; Buerstmayr, Hermann/AAG-8583-2021; Epure, Doru-Gabriel/T-9794-2018	Güngör, Hüseyin/0000-0001-6708-6337; Grausgruber, Heinrich/0000-0003-4790-0922; Buerstmayr, Hermann/0000-0002-0748-2351; Michel, Sebastian/0000-0001-6636-2694; Epure, Doru-Gabriel/0000-0002-6209-2794													0040-5752	1432-2242				FEB	2017	130	2					363	376		10.1007/s00122-016-2818-8	http://dx.doi.org/10.1007/s00122-016-2818-8								27826661					WOS:000393965900009
J	Gosa, SC; Lupo, Y; Moshelion, M				Gosa, Sanbon Chaka; Lupo, Yaniv; Moshelion, Menachem			Quantitative and comparative analysis of whole-plant performance for functional physiological traits phenotyping: New tools to support pre-breeding and plant stress physiology studies	PLANT SCIENCE					4th IPPN International Plant Phenotyping Symposium	DEC 13-15, 2016	Int Maize & Wheat Improvement Ctr, MEXICO	Int Plant Phenotyping Network	Int Maize & Wheat Improvement Ctr									GOSA, SANBON CHAKA/0000-0002-1940-764X; Lupo, Yaniv/0000-0002-9023-3320													0168-9452	1873-2259				MAY	2019	282				SI		49	59		10.1016/j.plantsci.2018.05.008	http://dx.doi.org/10.1016/j.plantsci.2018.05.008								31003611					WOS:000466829900007
J	Azizinia, S; Mullan, D; Rattey, A; Godoy, J; Robinson, H; Moody, D; Forrest, K; Keeble-Gagnere, G; Hayden, MJ; Tibbits, JF; Daetwyler, HD				Azizinia, Shiva; Mullan, Daniel; Rattey, Allan; Godoy, Jayfred; Robinson, Hannah; Moody, David; Forrest, Kerrie; Keeble-Gagnere, Gabriel; Hayden, Matthew J.; Tibbits, Josquin FG.; Daetwyler, Hans D.			Improved multi-trait prediction of wheat end-product quality traits by integrating NIR-predicted phenotypes	FRONTIERS IN PLANT SCIENCE																															1664-462X					MAY 18	2023	14								1167221	10.3389/fpls.2023.1167221	http://dx.doi.org/10.3389/fpls.2023.1167221								37275257					WOS:000998434600001
J	Zhang, XF; Larson, SR; Gao, LL; Teh, SL; DeHaan, LR; Fraser, M; Sallam, A; Kantarski, T; Frels, K; Poland, J; Wyse, D; Anderson, JA				Zhang, Xiaofei; Larson, Steven R.; Gao, Liangliang; Teh, Soon Li; DeHaan, Lee R.; Fraser, Max; Sallam, Ahmad; Kantarski, Traci; Frels, Katherine; Poland, Jesse; Wyse, Donald; Anderson, James A.			Uncovering the Genetic Architecture of Seed Weight and Size in Intermediate Wheatgrass through Linkage and Association Mapping	PLANT GENOME																	Larson, Steve/HGC-4655-2022; Poland, Jesse/HKO-1284-2023; Gao, Liang/AFH-8101-2022; DeHaan, Lee R./AAF-5048-2019; Anderson, James/AAI-2477-2021	Gao, Liang/0000-0002-3864-0631; DeHaan, Lee R./0000-0002-6368-5241; Anderson, James/0000-0003-4655-6517; Sallam, Ahmad/0000-0003-3212-9231; zhang, xiaofei/0000-0003-4516-9179														1940-3372				NOV	2017	10	3								10.3835/plantgenome2017.03.0022	http://dx.doi.org/10.3835/plantgenome2017.03.0022								29293813					WOS:000417469500008
J	Andrade, MHML; Acharya, JP; Benevenuto, J; Oliveira, ID; Lopez, Y; Munoz, P; Resende, MFR; Rios, EF				Andrade, Mario Henrique Murad Leite; Acharya, Janam P.; Benevenuto, Juliana; Oliveira, Ivone de Bem; Lopez, Yolanda; Munoz, Patricio; Resende, Marcio F. R., Jr.; Rios, Esteban F.			Genomic prediction for canopy height and dry matter yield in alfalfa using family bulks	PLANT GENOME																	Rios, Esteban Fernando/ABH-3946-2020; Andrade, Mario/AAR-8758-2020	Rios, Esteban Fernando/0000-0003-3389-7195; Andrade, Mario/0000-0003-2773-9799; de Bem Oliveira, Ivone/0000-0003-3723-9747; Benevenuto, Juliana/0000-0002-4698-2738														1940-3372				SEP	2022	15	3							e20235	10.1002/tpg2.20235	http://dx.doi.org/10.1002/tpg2.20235		JUL 2022						35818699					WOS:000822963400001
J	Foiada, F; Westermeier, P; Kessel, B; Ouzunova, M; Wimmer, V; Mayerhofer, W; Presterl, T; Dilger, M; Kreps, R; Eder, J; Schon, CC				Foiada, Flavio; Westermeier, Peter; Kessel, Bettina; Ouzunova, Milena; Wimmer, Valentin; Mayerhofer, Wolfgang; Presterl, Thomas; Dilger, Michael; Kreps, Ralph; Eder, Joachim; Schoen, Chris-Carolin			Improving resistance to the European corn borer: a comprehensive study in elite maize using QTL mapping and genome-wide prediction	THEORETICAL AND APPLIED GENETICS																	Schoen, Chris/G-1867-2011	Schoen, Chris/0000-0001-6067-7900; Wimmer, Valentin/0000-0001-7127-4429													0040-5752	1432-2242				MAY	2015	128	5					875	891		10.1007/s00122-015-2477-1	http://dx.doi.org/10.1007/s00122-015-2477-1								25758357					WOS:000353357200008
J	Zhao, YS; Gowda, M; Wurschum, T; Longin, CFH; Korzun, V; Kollers, S; Schachschneider, R; Zeng, J; Fernando, R; Dubcovsky, J; Reif, JC				Zhao, Yusheng; Gowda, Manje; Wuerschum, Tobias; Longin, C. Friedrich H.; Korzun, Viktor; Kollers, Sonja; Schachschneider, Ralf; Zeng, Jian; Fernando, Rohan; Dubcovsky, Jorge; Reif, Jochen C.			Dissecting the genetic architecture of frost tolerance in Central European winter wheat	JOURNAL OF EXPERIMENTAL BOTANY																	Zhao, Yusheng/U-1883-2019; Dubcovsky, Jorge/T-5214-2019; Dubcovsky, Jorge/A-4969-2008; Korzun, Viktor/U-6352-2019; Gowda, Manje/AAG-2251-2019; Zeng, Jian/D-3884-2017; Gowda, Manje/AAH-4207-2019	Zhao, Yusheng/0000-0001-6783-5182; Dubcovsky, Jorge/0000-0002-7571-4345; Korzun, Viktor/0000-0003-0760-8249; Gowda, Manje/0000-0003-4434-6364; Zeng, Jian/0000-0001-8801-5220; Reif, Jochen/0000-0002-6742-265X; Wurschum, Tobias/0000-0002-7397-7731													0022-0957	1460-2431				NOV	2013	64	14					4453	4460		10.1093/jxb/ert259	http://dx.doi.org/10.1093/jxb/ert259								24006418					WOS:000326724700025
J	Zhao, HH; Li, YJ; Petkowski, J; Kant, S; Hayden, MJ; Daetwyler, HD				Zhao, Huanhuan; Li, Yongjun; Petkowski, Joanna; Kant, Surya; Hayden, Matthew J.; Daetwyler, Hans D.			Genomic prediction and genomic heritability of grain yield and its related traits in a safflower genebank collection	PLANT GENOME																	Daetwyler, Hans D/H-9775-2019	Hayden, Matthew/0000-0003-3117-5500; Kant, Surya/0000-0001-6178-7036														1940-3372				MAR	2021	14	1							e20064	10.1002/tpg2.20064	http://dx.doi.org/10.1002/tpg2.20064		NOV 2020						33140563					WOS:000586744800001
J	Wurschum, T; Leiser, WL; Langer, SM; Tucker, MR; Longin, CFH				Wurschum, Tobias; Leiser, Willmar L.; Langer, Simon M.; Tucker, Matthew R.; Longin, C. Friedrich H.			Phenotypic and genetic analysis of spike and kernel characteristics in wheat reveals long-term genetic trends of grain yield components	THEORETICAL AND APPLIED GENETICS																	Tucker, Matthew R/C-6207-2008	Tucker, Matthew R/0000-0003-4661-6700; Leiser, Willmar Lukas/0000-0001-5964-5610; Wurschum, Tobias/0000-0002-7397-7731													0040-5752	1432-2242				OCT	2018	131	10					2071	2084		10.1007/s00122-018-3133-3	http://dx.doi.org/10.1007/s00122-018-3133-3								29959471					WOS:000445158000004
J	Annicchiarico, P; Nazzicari, N; Wei, YL; Pecetti, L; Brummer, EC				Annicchiarico, Paolo; Nazzicari, Nelson; Wei, Yanling; Pecetti, Luciano; Brummer, Edward C.			Genotyping-by-Sequencing and Its Exploitation for Forage and Cool-Season Grain Legume Breeding	FRONTIERS IN PLANT SCIENCE																															1664-462X					MAY 9	2017	8								679	10.3389/fpls.2017.00679	http://dx.doi.org/10.3389/fpls.2017.00679								28536584					WOS:000400921400001
J	Terraillon, J; Frisch, M; Falke, KC; Jaiser, H; Spiller, M; Cselenyi, L; Krumnacker, K; Boxberger, S; Habekuss, A; Kopahnke, D; Serfling, A; Ordon, F; Zenke-Philippi, C				Terraillon, Jerome; Frisch, Matthias; Falke, K. Christin; Jaiser, Heidi; Spiller, Monika; Cselenyi, Laszlo; Krumnacker, Kerstin; Boxberger, Susanna; Habekuss, Antje; Kopahnke, Doris; Serfling, Albrecht; Ordon, Frank; Zenke-Philippi, Carola			Genomic Prediction Can Provide Precise Estimates of the Genotypic Value of Barley Lines Evaluated in Unreplicated Trials	FRONTIERS IN PLANT SCIENCE																	Frisch, Matthias/R-1564-2019	Frisch, Matthias/0000-0003-4234-8972; Spiller, Monika/0000-0002-2180-5380													1664-462X					APR 22	2022	13								735256	10.3389/fpls.2022.735256	http://dx.doi.org/10.3389/fpls.2022.735256								35528936					WOS:000810488200001
J	Saxena, RK; Jiang, Y; Khan, AW; Zhao, Y; Singh, VK; Bohra, A; Sonappa, M; Rathore, A; Kumar, CVS; Saxena, K; Reif, J; Varshney, RK				Saxena, Rachit K.; Jiang, Yong; Khan, Aamir W.; Zhao, Yusheng; Singh, Vikas Kumar; Bohra, Abhishek; Sonappa, Muniswamy; Rathore, Abhishek; Kumar, C. V. Sameer; Saxena, Kulbhushan; Reif, Jochen; Varshney, Rajeev K.			Characterization of heterosis and genomic prediction-based establishment of heterotic patterns for developing better hybrids in pigeonpea	PLANT GENOME																	Varshney, Rajeev K/C-5295-2014	Varshney, Rajeev K/0000-0002-4562-9131; bohra, abhishek/0000-0003-4569-8900; Reif, Jochen/0000-0002-6742-265X; Khan, Aamir W/0000-0001-9734-8123; Saxena, Rachit/0000-0002-9405-3570; Jiang, Yong/0000-0002-2824-677X														1940-3372				NOV	2021	14	3							e20125	10.1002/tpg2.20125	http://dx.doi.org/10.1002/tpg2.20125		AUG 2021						34337867					WOS:000679880300001
J	Moreira, FF; de Oliveira, HR; Lopez, MA; Abughali, BJ; Gomes, G; Cherkauer, KA; Brito, LF; Rainey, KM				Moreira, Fabiana Freitas; de Oliveira, Hinayah Rojas; Lopez, Miguel Angel; Abughali, Bilal Jamal; Gomes, Guilherme; Cherkauer, Keith Aric; Brito, Luiz Fernando; Rainey, Katy Martin			High-Throughput Phenotyping and Random Regression Models Reveal Temporal Genetic Control of Soybean Biomass Production	FRONTIERS IN PLANT SCIENCE																															1664-462X					SEP 3	2021	12								715983	10.3389/fpls.2021.715983	http://dx.doi.org/10.3389/fpls.2021.715983								34539708					WOS:000724330600001
J	Charmet, G; Pin, PA; Schmitt, M; Leroy, N; Claustres, B; Burt, C; Genty, A				Charmet, G.; Pin, P. A.; Schmitt, M.; Leroy, N.; Claustres, B.; Burt, C.; Genty, A.			Genomic prediction of agronomic and malting quality traits in six-rowed winter barley	EUPHYTICA																															0014-2336	1573-5060				JUN	2023	219	6							63	10.1007/s10681-023-03190-5	http://dx.doi.org/10.1007/s10681-023-03190-5													WOS:000991009700001
J	Galli, G; Sabadin, F; Yassue, RM; Galves, C; Carvalho, HF; Crossa, J; Montesinos-Lopez, OA; Fritsche-Neto, R				Galli, Giovanni; Sabadin, Felipe; Yassue, Rafael Massahiro; Galves, Cassia; Carvalho, Humberto Fanelli; Crossa, Jose; Montesinos-Lopez, Osval Antonio; Fritsche-Neto, Roberto			Automated Machine Learning: A Case Study of Genomic "Image-Based" Prediction in Maize Hybrids	FRONTIERS IN PLANT SCIENCE																	Sabadin, Felipe/C-7903-2017; Fritsche-Neto, Roberto/B-2256-2013; Yassue, Rafael Massahiro/GRE-6196-2022; Fanelli Carvalho, Humberto/Q-1696-2016	Fritsche-Neto, Roberto/0000-0003-4310-0047; Fanelli Carvalho, Humberto/0000-0003-0745-7583													1664-462X					MAR 7	2022	13								845524	10.3389/fpls.2022.845524	http://dx.doi.org/10.3389/fpls.2022.845524								35321444					WOS:000773605800001
J	Annicchiarico, P; Nazzicari, N; Ferrari, B; Harzic, N; Carroni, AM; Romani, M; Pecetti, L				Annicchiarico, Paolo; Nazzicari, Nelson; Ferrari, Barbara; Harzic, Nathalie; Carroni, Antonio M.; Romani, Massimo; Pecetti, Luciano			Genomic prediction of grain yield in contrasting environments for white lupin genetic resources	MOLECULAR BREEDING																		Annicchiarico, Paolo/0000-0001-8027-1035													1380-3743	1572-9788				NOV	2019	39	11							142	10.1007/s11032-019-1048-6	http://dx.doi.org/10.1007/s11032-019-1048-6													WOS:000498219300001
J	Gouy, M; Rousselle, Y; Bastianelli, D; Lecomte, P; Bonnal, L; Roques, D; Efile, JC; Rocher, S; Daugrois, J; Toubi, L; Nabeneza, S; Hervouet, C; Telismart, H; Denis, M; Thong-Chane, A; Glaszmann, JC; Hoarau, JY; Nibouche, S; Costet, L				Gouy, M.; Rousselle, Y.; Bastianelli, D.; Lecomte, P.; Bonnal, L.; Roques, D.; Efile, J. -C.; Rocher, S.; Daugrois, J.; Toubi, L.; Nabeneza, S.; Hervouet, C.; Telismart, H.; Denis, M.; Thong-Chane, A.; Glaszmann, J. C.; Hoarau, J. -Y; Nibouche, S.; Costet, L.			Experimental assessment of the accuracy of genomic selection in sugarcane	THEORETICAL AND APPLIED GENETICS																	Costet, Laurent/AAQ-1579-2020; Nibouche, Samuel/C-1964-2008; Bastianelli, Denis/A-5572-2011; Costet, Laurent/C-2281-2011; Bonnal, Laurent/AAD-6972-2022	Costet, Laurent/0000-0003-3199-2885; Nibouche, Samuel/0000-0003-2675-1382; Bastianelli, Denis/0000-0002-6394-5920; Bonnal, Laurent/0000-0001-5038-7432; LECOMTE, Philippe/0000-0003-1040-7886; HOARAU, Jean-Yves/0000-0001-9734-4165; Rousselle, Yves/0000-0001-9520-0862; Rocher, Solen/0000-0002-7054-8149													0040-5752	1432-2242				OCT	2013	126	10					2575	2586		10.1007/s00122-013-2156-z	http://dx.doi.org/10.1007/s00122-013-2156-z								23907359					WOS:000324873400012
J	Muraya, MM; Chu, JT; Zhao, YS; Junker, A; Klukas, C; Reif, JC; Altmann, T				Muraya, Moses M.; Chu, Jianting; Zhao, Yusheng; Junker, Astrid; Klukas, Christian; Reif, Jochen C.; Altmann, Thomas			Genetic variation of growth dynamics in maize (Zea mays L.) revealed through automated non-invasive phenotyping	PLANT JOURNAL																	Zhao, Yusheng/U-1883-2019	Zhao, Yusheng/0000-0001-6783-5182; Altmann, Thomas/0000-0002-3759-360X; Reif, Jochen/0000-0002-6742-265X; Junker, Astrid/0000-0002-4656-0308													0960-7412	1365-313X				JAN	2017	89	2					366	380		10.1111/tpj.13390	http://dx.doi.org/10.1111/tpj.13390								27714888					WOS:000395810600014
J	Obata, T; Witt, S; Lisec, J; Palacios-Rojas, N; Florez-Sarasa, I; Yousfi, S; Araus, JL; Cairns, JE; Fernie, AR				Obata, Toshihiro; Witt, Sandra; Lisec, Jan; Palacios-Rojas, Natalia; Florez-Sarasa, Igor; Yousfi, Salima; Luis Araus, Jose; Cairns, Jill E.; Fernie, Alisdair R.			Metabolite Profiles of Maize Leaves in Drought, Heat, and Combined Stress Field Trials Reveal the Relationship between Metabolism and Grain Yield	PLANT PHYSIOLOGY																	fernie, alisdair/IWD-9278-2023; Cairns, Jill/ABD-4941-2021; Obata, Toshihiro/AAX-4353-2020; Ortega, Jose Luis Araus/E-4129-2016; Florez-Sarasa, Igor/AAB-3032-2019	Obata, Toshihiro/0000-0001-8931-7722; Florez-Sarasa, Igor/0000-0002-1862-7931; yousfi, Salima/0000-0002-5070-1687; Lisec, Jan/0000-0003-1220-2286; Cairns, Jill/0000-0002-2735-3485; palacios rojas, natalia/0000-0002-3072-4611													0032-0889	1532-2548				DEC	2015	169	4					2665	2683		10.1104/pp.15.01164	http://dx.doi.org/10.1104/pp.15.01164								26424159					WOS:000368472700024
J	Crosta, M; Nazzicari, N; Ferrari, B; Pecetti, L; Russi, L; Romani, M; Cabassi, G; Cavalli, D; Marocco, A; Annicchiarico, P				Crosta, Margherita; Nazzicari, Nelson; Ferrari, Barbara; Pecetti, Luciano; Russi, Luigi; Romani, Massimo; Cabassi, Giovanni; Cavalli, Daniele; Marocco, Adriano; Annicchiarico, Paolo			Pea Grain Protein Content Across Italian Environments: Genetic Relationship With Grain Yield, and Opportunities for Genome-Enabled Selection for Protein Yield	FRONTIERS IN PLANT SCIENCE																	Russi, Luigi/AAE-8230-2020	Russi, Luigi/0000-0002-7521-2126													1664-462X					JAN 3	2022	12								718713	10.3389/fpls.2021.718713	http://dx.doi.org/10.3389/fpls.2021.718713								35046967					WOS:000745136900001
J	Kamweru, I; Beyene, Y; Bruce, AY; Makumbi, D; Adetimirin, VO; Perez-Rodriguez, P; Toledo, F; Crossa, J; Prasanna, BM; Gowda, M				Kamweru, Isaac; Beyene, Yoseph; Bruce, Anani Y. Y.; Makumbi, Dan; Adetimirin, Victor O. O.; Perez-Rodriguez, Paulino; Toledo, Fernando; Crossa, Jose; Prasanna, Boddupalli M. M.; Gowda, Manje			Genetic analyses of tropical maize lines under artificial infestation of fall armyworm and foliar diseases under optimum conditions	FRONTIERS IN PLANT SCIENCE																															1664-462X					JAN 20	2023	14								1086757	10.3389/fpls.2023.1086757	http://dx.doi.org/10.3389/fpls.2023.1086757								36743507					WOS:000924355400001
J	Cao, SL; Loladze, A; Yuan, YB; Wu, YS; Zhang, A; Chen, JF; Huestis, G; Cao, JS; Chaikam, V; Olsen, M; Prasanna, BM; San Vicente, F; Zhang, XC				Cao, Shiliang; Loladze, Alexander; Yuan, Yibing; Wu, Yongsheng; Zhang, Ao; Chen, Jiafa; Huestis, Gordon; Cao, Jingsheng; Chaikam, Vijay; Olsen, Michael; Prasanna, Boddupalli M.; San Vicente, Felix; Zhang, Xuecai			Genome-Wide Analysis of Tar Spot Complex Resistance in Maize Using Genotyping-by-Sequencing SNPs and Whole-Genome Prediction	PLANT GENOME																		Boddupalli, Prasanna/0000-0002-5761-2273; ZHANG, XUECAI/0000-0001-5498-6387; chen, jiafa/0000-0002-5684-6692; Loladze, Alexander/0000-0001-6806-4295													1940-3372					JUL	2017	10	2								10.3835/plantgenome2016.10.0099	http://dx.doi.org/10.3835/plantgenome2016.10.0099								28724072					WOS:000410819500010
J	John, M; Haselbeck, F; Dass, R; Malisi, C; Ricca, P; Dreischer, C; Schultheiss, SJ; Grimm, DG				John, Maura; Haselbeck, Florian; Dass, Rupashree; Malisi, Christoph; Ricca, Patrizia; Dreischer, Christian; Schultheiss, Sebastian J.; Grimm, Dominik G.			A comparison of classical and machine learning-based phenotype prediction methods on simulated data and three plant species	FRONTIERS IN PLANT SCIENCE																	Dass, Rupashree/HOH-3633-2023	Grimm, Dominik/0000-0003-2085-4591													1664-462X					NOV 4	2022	13								932512	10.3389/fpls.2022.932512	http://dx.doi.org/10.3389/fpls.2022.932512								36407627					WOS:000886400100001
J	Rife, TW; Graybosch, RA; Poland, JA				Rife, Trevor W.; Graybosch, Robert A.; Poland, Jesse A.			Genomic Analysis and Prediction within a US Public Collaborative Winter Wheat Regional Testing Nursery	PLANT GENOME																	Poland, Jesse/HKO-1284-2023	Rife, Trevor/0000-0002-5974-6523														1940-3372				NOV	2018	11	3							180004	10.3835/plantgenome2018.01.0004	http://dx.doi.org/10.3835/plantgenome2018.01.0004								30512033					WOS:000450930200009
J	Diepenbrock, C; Tang, T; Jines, M; Technow, F; Lira, S; Podlich, D; Cooper, M; Messina, C				Diepenbrock, C.; Tang, T.; Jines, M.; Technow, F.; Lira, S.; Podlich, D.; Cooper, M.; Messina, C.			Can we harness digital technologies and physiology to hasten genetic gain in US maize breeding?	PLANT PHYSIOLOGY																	Technow, Frank/AAC-4994-2019	Technow, Frank/0000-0002-2497-3136; Messina, Carlos/0000-0002-5501-9281; Cooper, Mark/0000-0002-9418-3359; Diepenbrock, Christine/0000-0001-8411-0343													0032-0889	1532-2548				FEB 4	2022	188	2					1141	1157		10.1093/plphys/kiab527	http://dx.doi.org/10.1093/plphys/kiab527								34791474					WOS:000761476800042
J	Crain, J; DeHaan, L; Poland, J				Crain, Jared; DeHaan, Lee; Poland, Jesse			Genomic prediction enables rapid selection of high-performing genets in an intermediate wheatgrass breeding program	PLANT GENOME																	DeHaan, Lee R./AAF-5048-2019; Poland, Jesse/HKO-1284-2023; Crain, Jared/AAE-4409-2022	DeHaan, Lee R./0000-0002-6368-5241; Crain, Jared/0000-0001-9484-8325														1940-3372				JUL	2021	14	2							e20080	10.1002/tpg2.20080	http://dx.doi.org/10.1002/tpg2.20080		MAR 2021						33660427					WOS:000625054500001
J	Lado, B; Vazquez, D; Quincke, M; Silva, P; Aguilar, I; Gutierrez, L				Lado, Bettina; Vazquez, Daniel; Quincke, Martin; Silva, Paula; Aguilar, Ignacio; Gutierrez, Lucia			Resource allocation optimization with multi-trait genomic prediction for bread wheat (Triticum aestivum L.) baking quality	THEORETICAL AND APPLIED GENETICS																	Aguilar, Ignacio/C-2528-2012	Aguilar, Ignacio/0000-0002-1038-4752; Silva, Paula/0000-0003-2655-2949; Gutierrez, Lucia/0000-0002-2957-3086; LADO, BETTINA/0000-0002-7054-1609													0040-5752	1432-2242				DEC	2018	131	12					2719	2731		10.1007/s00122-018-3186-3	http://dx.doi.org/10.1007/s00122-018-3186-3								30232499					WOS:000450298100017
J	Si, AJ; Sun, ZW; Li, ZK; Chen, B; Gu, QS; Zhang, Y; Wu, LQ; Zhang, GY; Wang, XF; Ma, ZY				Si, Aijun; Sun, Zhengwen; Li, Zhikun; Chen, Bin; Gu, Qishen; Zhang, Yan; Wu, Liqiang; Zhang, Guiyin; Wang, Xingfen; Ma, Zhiying			A Genome Wide Association Study Revealed Key Single Nucleotide Polymorphisms/Genes Associated With Seed Germination in Gossypium hirsutum L.	FRONTIERS IN PLANT SCIENCE																	zhengwen, sun/E-4393-2015	zhengwen, sun/0000-0002-4373-4157													1664-462X					MAR 16	2022	13								844946	10.3389/fpls.2022.844946	http://dx.doi.org/10.3389/fpls.2022.844946								35371175					WOS:000777716000001
J	Lyra, DH; Granato, ISC; Morais, PPP; Alves, FC; dos Santos, ARM; Yu, XQ; Guo, TT; Yu, JM; Fritsche-Neto, R				Lyra, Danilo Hottis; Correia Granato, Italo Stefanine; Pinho Morais, Pedro Patric; Alves, Filipe Couto; Marcondes dos Santos, Anna Rita; Yu, Xiaoqing; Guo, Tingting; Yu, Jianming; Fritsche-Neto, Roberto			Controlling population structure in the genomic prediction of tropical maize hybrids	MOLECULAR BREEDING																	Yu, Jianming/Q-6722-2019; Alves, Filipe Couto/N-5394-2019; Lyra, Danilo Hottis/L-8456-2014; Fritsche-Neto, Roberto/B-2256-2013; Granato, Italo S C/F-2516-2014	Yu, Jianming/0000-0001-5326-3099; Alves, Filipe Couto/0000-0002-2127-4276; Fritsche-Neto, Roberto/0000-0003-4310-0047; Granato, Italo S C/0000-0003-2093-6810; Hottis Lyra, Danilo/0000-0002-2214-1555; Guo, Tingting/0000-0002-6647-6998													1380-3743	1572-9788				OCT	2018	38	10							126	10.1007/s11032-018-0882-2	http://dx.doi.org/10.1007/s11032-018-0882-2													WOS:000445492500002
J	Muqaddasi, QH; Zhao, YS; Rodemann, B; Plieske, J; Ganal, MW; Roder, MS				Muqaddasi, Quddoos H.; Zhao, Yusheng; Rodemann, Bernd; Plieske, Joerg; Ganal, Martin W.; Roeder, Marion S.			Genome-wide Association Mapping and Prediction of Adult Stage Septoria tritici Blotch Infection in European Winter Wheat via High-Density Marker Arrays	PLANT GENOME																	Zhao, Yusheng/U-1883-2019; Röder, Marion S/B-1448-2013	Zhao, Yusheng/0000-0001-6783-5182; Röder, Marion S/0000-0002-9313-0650														1940-3372				MAR	2019	12	1							180029	10.3835/plantgenome2018.05.0029	http://dx.doi.org/10.3835/plantgenome2018.05.0029								30951099					WOS:000461314500012
J	Jiang, Y; Weise, S; Graner, A; Reif, JC				Jiang, Yong; Weise, Stephan; Graner, Andreas; Reif, Jochen C.			Using Genome-Wide Predictions to Assess the Phenotypic Variation of a Barley (Hordeum sp.) Gene Bank Collection for Important Agronomic Traits and Passport Information	FRONTIERS IN PLANT SCIENCE																	Weise, Stephan/GON-7527-2022	Weise, Stephan/0000-0003-4031-9131; Reif, Jochen/0000-0002-6742-265X; Graner, Andreas/0000-0003-3246-6393													1664-462X					JAN 11	2021	11								604781	10.3389/fpls.2020.604781	http://dx.doi.org/10.3389/fpls.2020.604781								33505414					WOS:000611040700001
J	Li, H; Jiang, SQ; Li, C; Liu, L; Lin, ZC; He, H; Deng, XW; Zhang, ZD; Wang, XF				Li, Hong; Jiang, Shuqin; Li, Chen; Liu, Lei; Lin, Zechuan; He, Hang; Deng, Xing-Wang; Zhang, Ziding; Wang, Xiangfeng			The hybrid protein interactome contributes to rice heterosis as epistatic effects	PLANT JOURNAL																	Wang, Xuemin/M-2853-2013; He, Hang/ABF-4074-2020; Deng, Xing Wang/ABF-4107-2020; Zhang, Ziding/E-9320-2011	Zhang, Ziding/0000-0002-9296-571X; He, Hang/0000-0003-3165-283X; Li, Hong/0000-0001-8591-4167; Wang, Xiangfeng/0000-0002-6406-5597													0960-7412	1365-313X				APR	2020	102	1					116	128		10.1111/tpj.14616	http://dx.doi.org/10.1111/tpj.14616		DEC 2019						31736145					WOS:000502461900001
